date,dep_time,route_variant,train_type,cars
01/11/2025,16:22,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,16:25,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,16:30,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,16:30,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,16:37,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,16:40,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,16:45,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,16:45,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,16:52,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,16:55,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,17:00,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,17:00,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,17:07,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,17:10,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,17:15,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,17:15,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,17:22,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,17:25,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,17:30,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,17:30,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,17:37,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,17:40,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,17:45,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,17:45,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,17:52,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,17:55,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,18:00,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,18:00,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,18:07,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,18:10,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,18:15,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,18:15,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,18:22,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,18:25,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,18:30,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,18:30,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,18:37,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,18:40,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,18:45,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,18:45,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,18:52,EDGBASTON_VILLAGE_WOLVERHAMPTON_ST_GEORGE'S,CAF_URBOS_3,5
01/11/2025,18:55,WOLVERHAMPTON_ST_GEORGE'S_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,19:00,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,19:00,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,19:07,EDGBASTON_VILLAGE_WEDNESBURY_PARKWAY,CAF_URBOS_3,5
01/11/2025,19:10,WOLVERHAMPTON_ST_GEORGE'S_WEDNESBURY_PARKWAY,CAF_URBOS_3,5
01/11/2025,19:15,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,19:15,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,19:22,EDGBASTON_VILLAGE_WEDNESBURY_PARKWAY,CAF_URBOS_3,5
01/11/2025,19:25,WOLVERHAMPTON_ST_GEORGE'S_WEDNESBURY_PARKWAY,CAF_URBOS_3,5
01/11/2025,19:30,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,19:30,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,19:37,EDGBASTON_VILLAGE_WEDNESBURY_PARKWAY,CAF_URBOS_3,5
01/11/2025,19:40,WOLVERHAMPTON_ST_GEORGE'S_WEDNESBURY_PARKWAY,CAF_URBOS_3,5
01/11/2025,19:45,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
01/11/2025,19:45,WOLVERHAMPTON_STATION_EDGBASTON_VILLAGE,CAF_URBOS_3,5
01/11/2025,19:52,EDGBASTON_VILLAGE_WEDNESBURY_PARKWAY,CAF_URBOS_3,5
01/11/2025,19:55,WOLVERHAMPTON_ST_GEORGE'S_WEDNESBURY_PARKWAY,CAF_URBOS_3,5
01/11/2025,20:00,EDGBASTON_VILLAGE_WOLVERHAMPTON_STATION,CAF_URBOS_3,5
