route_variant,seq,from_station,to_station,stop_type,distance_miles,avg_elevation_m,run_min,wait_min
EAST CROYDON - CHICHESTER,1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - CHICHESTER (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - CHICHESTER (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - EAST GRINSTEAD,1,EAST CROYDON,SANDERSTEAD,stop,2.33,36.1,4,1
EAST CROYDON - EAST GRINSTEAD,2,SANDERSTEAD,RIDDLESDOWN,stop,1.32,17.3,3,0
EAST CROYDON - EAST GRINSTEAD,3,RIDDLESDOWN,UPPER WARLINGHAM,stop,2.24,17.4,4,0
EAST CROYDON - EAST GRINSTEAD (2),1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,1
EAST CROYDON - EAST GRINSTEAD (2),2,SOUTH CROYDON,SANDERSTEAD,stop,5.44,29.6,3,0
EAST CROYDON - EAST GRINSTEAD (2),3,SANDERSTEAD,RIDDLESDOWN,stop,1.32,17.3,3,0
EAST CROYDON - EAST GRINSTEAD (2),4,RIDDLESDOWN,UPPER WARLINGHAM,stop,2.24,17.4,4,0
EAST CROYDON - EASTBOURNE,1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - EASTBOURNE,2,SOUTH CROYDON,PURLEY,pass,4.85,29.6,2,0
EAST CROYDON - EASTBOURNE,3,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - EASTBOURNE (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - EASTBOURNE (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - EASTBOURNE (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - EASTBOURNE (5),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - EASTBOURNE (6),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - EASTBOURNE (7),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - EASTBOURNE (8),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - EASTBOURNE (9),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - GATWICK AIRPORT,1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,2
EAST CROYDON - GATWICK AIRPORT,2,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - GATWICK AIRPORT,3,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,2
EAST CROYDON - GATWICK AIRPORT,4,SOUTH CROYDON,PURLEY,pass,4.85,29.6,2,0
EAST CROYDON - GATWICK AIRPORT,5,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - GATWICK AIRPORT (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,0
EAST CROYDON - GATWICK AIRPORT (2),2,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,0
EAST CROYDON - GATWICK AIRPORT (2),3,SOUTH CROYDON,PURLEY,pass,4.85,29.6,3,0
EAST CROYDON - GATWICK AIRPORT (3),1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,0
EAST CROYDON - GATWICK AIRPORT (3),2,EAST CROYDON,PURLEY,stop,3.07,36.1,6,0
EAST CROYDON - HASTINGS,1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - HASTINGS (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - HASTINGS (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - HAVANT,1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - HAVANT (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - HAVANT (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - HAVANT (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - HAVANT (5),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - HAYWARDS HEATH,1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,1
EAST CROYDON - HORSHAM,1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0.5
EAST CROYDON - HORSHAM,2,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - HORSHAM (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,1
EAST CROYDON - HORSHAM (2),2,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - HORSHAM (2),3,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - HORSHAM (2),4,SOUTH CROYDON,PURLEY,pass,4.85,29.6,3,0
EAST CROYDON - HORSHAM (2),5,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - HORSHAM (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,1
EAST CROYDON - HORSHAM (3),2,PURLEY,COULSDON SOUTH,stop,2.12,17.4,3,0
EAST CROYDON - HORSHAM (3),3,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - HORSHAM (3),4,SOUTH CROYDON,PURLEY,pass,4.85,29.6,3,0
EAST CROYDON - HORSHAM (3),5,PURLEY,COULSDON SOUTH,stop,2.12,17.4,3,0
EAST CROYDON - HORSHAM (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,1
EAST CROYDON - HORSHAM (4),2,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - HORSHAM (4),3,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - HORSHAM (4),4,SOUTH CROYDON,PURLEY,pass,4.85,29.6,3,0
EAST CROYDON - HORSHAM (4),5,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - HORSHAM (5),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,0
EAST CROYDON - LEWES,1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - LEWES (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - LEWES (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - LITTLEHAMPTON,1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - LITTLEHAMPTON,2,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - LITTLEHAMPTON (10),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,1
EAST CROYDON - LITTLEHAMPTON (11),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - LITTLEHAMPTON (2),1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,2
EAST CROYDON - LITTLEHAMPTON (2),2,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - LITTLEHAMPTON (3),1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,1
EAST CROYDON - LITTLEHAMPTON (3),2,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - LITTLEHAMPTON (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - LITTLEHAMPTON (5),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - LITTLEHAMPTON (6),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - LITTLEHAMPTON (7),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - LITTLEHAMPTON (8),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - LITTLEHAMPTON (9),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,2
EAST CROYDON - ORE,1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,0
EAST CROYDON - ORE,2,SOUTH CROYDON,PURLEY,pass,4.85,29.6,2,0
EAST CROYDON - ORE,3,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST CROYDON - ORE (2),1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - ORE (2),2,SOUTH CROYDON,PURLEY,pass,4.85,29.6,2,0
EAST CROYDON - ORE (2),3,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - ORE (3),1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - ORE (3),2,SOUTH CROYDON,PURLEY,pass,4.85,29.6,2,0
EAST CROYDON - ORE (3),3,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - ORE (3),4,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - ORE (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - ORE (5),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - ORE (6),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,0
EAST CROYDON - ORE (7),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - ORE (8),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - ORE (9),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - ORE (9),2,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - OXTED,1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - OXTED,2,SOUTH CROYDON,SANDERSTEAD,stop,5.44,29.6,3,0
EAST CROYDON - OXTED,3,SANDERSTEAD,RIDDLESDOWN,stop,1.32,17.3,3,1
EAST CROYDON - OXTED,4,RIDDLESDOWN,UPPER WARLINGHAM,stop,2.24,17.4,4,0
EAST CROYDON - OXTED (2),1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,0
EAST CROYDON - OXTED (2),2,EAST CROYDON,SANDERSTEAD,stop,2.33,36.1,4,0
EAST CROYDON - OXTED (3),1,EAST CROYDON,SANDERSTEAD,stop,2.33,36.1,11,0
EAST CROYDON - OXTED (3),2,SANDERSTEAD,RIDDLESDOWN,stop,1.32,17.3,7,0
EAST CROYDON - OXTED (3),3,RIDDLESDOWN,UPPER WARLINGHAM,stop,2.24,17.4,11,0
EAST CROYDON - POLEGATE,1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - POLEGATE (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - PORTSMOUTH & SOUTHSEA,1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - PORTSMOUTH & SOUTHSEA (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - PORTSMOUTH & SOUTHSEA (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - PORTSMOUTH & SOUTHSEA (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,0
EAST CROYDON - PORTSMOUTH & SOUTHSEA (5),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,1
EAST CROYDON - PORTSMOUTH HARBOUR,1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - PORTSMOUTH HARBOUR,2,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - PORTSMOUTH HARBOUR (10),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,0
EAST CROYDON - PORTSMOUTH HARBOUR (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - PORTSMOUTH HARBOUR (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - PORTSMOUTH HARBOUR (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - PORTSMOUTH HARBOUR (5),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - PORTSMOUTH HARBOUR (6),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - PORTSMOUTH HARBOUR (7),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - PORTSMOUTH HARBOUR (8),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - PORTSMOUTH HARBOUR (9),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,0
EAST CROYDON - REDHILL,1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,1
EAST CROYDON - REDHILL,2,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - REDHILL,3,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,1
EAST CROYDON - REDHILL,4,SOUTH CROYDON,PURLEY,pass,4.85,29.6,3,0
EAST CROYDON - REDHILL,5,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0
EAST CROYDON - REIGATE,1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,0
EAST CROYDON - REIGATE,2,PURLEY,COULSDON SOUTH,stop,2.12,17.4,3,1
EAST CROYDON - REIGATE,3,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,0
EAST CROYDON - REIGATE,4,SOUTH CROYDON,PURLEY,pass,4.85,29.6,3,0
EAST CROYDON - REIGATE,5,PURLEY,COULSDON SOUTH,stop,2.12,17.4,3,1
EAST CROYDON - SELHURST  T&RS  MD  M&EE   NSC,1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,0
EAST CROYDON - SELHURST  T&RS  MD  M&EE   NSC,2,EAST CROYDON,PURLEY,stop,3.07,36.1,5,0
EAST CROYDON - THREE BRIDGES,1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
EAST CROYDON - THREE BRIDGES,2,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,1
EAST CROYDON - THREE BRIDGES (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,2
EAST CROYDON - THREE BRIDGES (2),2,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,0
EAST CROYDON - THREE BRIDGES (2),3,SOUTH CROYDON,PURLEY,pass,4.85,29.6,3,0
EAST CROYDON - THREE BRIDGES (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,2
EAST CROYDON - THREE BRIDGES (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,1
EAST CROYDON - UCKFIELD,1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,0
EAST CROYDON - UCKFIELD,2,EAST CROYDON,SANDERSTEAD,stop,2.33,36.1,4,0
EAST CROYDON - UCKFIELD (2),1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,2,1
EAST CROYDON - UCKFIELD (2),2,EAST CROYDON,SANDERSTEAD,stop,2.33,36.1,4,1
EAST CROYDON - WORTHING,1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,2
EAST CROYDON - WORTHING,2,EAST CROYDON,PURLEY,stop,3.07,36.1,6,2
EAST CROYDON - WORTHING (2),1,EAST CROYDON,SOUTH CROYDON,stop,4.39,48.5,3,1
EAST CROYDON - WORTHING (2),2,EAST CROYDON,PURLEY,stop,3.07,36.1,5,1
EAST CROYDON - WORTHING (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0
EAST CROYDON - WORTHING (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,2
EAST GRINSTEAD - BEDFORD MIDLAND,1,RIDDLESDOWN,SANDERSTEAD,stop,1.32,17.3,3,0
EAST GRINSTEAD - BEDFORD MIDLAND,2,SANDERSTEAD,SOUTH CROYDON,stop,5.44,29.6,3,0
EAST GRINSTEAD - BEDFORD MIDLAND,3,SOUTH CROYDON,EAST CROYDON,stop,4.39,48.5,3,0
EAST GRINSTEAD - BEDFORD MIDLAND (2),1,SANDERSTEAD,EAST CROYDON,stop,2.33,36.1,6,0
EAST GRINSTEAD - EAST CROYDON,1,RIDDLESDOWN,SANDERSTEAD,stop,1.32,17.3,3,0
EAST GRINSTEAD - EAST CROYDON,2,SANDERSTEAD,EAST CROYDON,stop,2.33,36.1,5,0
EAST GRINSTEAD - EAST CROYDON,3,RIDDLESDOWN,SANDERSTEAD,stop,1.32,17.3,3,0
EAST GRINSTEAD - EAST CROYDON,4,SANDERSTEAD,SOUTH CROYDON,stop,5.44,29.6,4,0
EAST GRINSTEAD - EAST CROYDON,5,SOUTH CROYDON,EAST CROYDON,pass,4.39,48.5,2,0
EAST GRINSTEAD - EAST CROYDON (2),1,SANDERSTEAD,EAST CROYDON,stop,2.33,36.1,6,0
EAST GRINSTEAD - NORWOOD JUNCTION,1,RIDDLESDOWN,SANDERSTEAD,stop,1.32,17.3,3,0
EAST GRINSTEAD - NORWOOD JUNCTION,2,SANDERSTEAD,EAST CROYDON,stop,2.33,36.1,8,0
EAST GRINSTEAD - NORWOOD JUNCTION,3,RIDDLESDOWN,SANDERSTEAD,stop,1.32,17.3,3,0
EAST GRINSTEAD - NORWOOD JUNCTION,4,SANDERSTEAD,SOUTH CROYDON,stop,5.44,29.6,4,0
EAST GRINSTEAD - NORWOOD JUNCTION,5,SOUTH CROYDON,EAST CROYDON,pass,4.39,48.5,4,0
EAST GRINSTEAD - SELHURST,1,RIDDLESDOWN,SANDERSTEAD,stop,1.32,17.3,3,0
EAST GRINSTEAD - SELHURST,2,SANDERSTEAD,EAST CROYDON,stop,2.33,36.1,6,0
EAST GRINSTEAD - SELHURST,3,RIDDLESDOWN,SANDERSTEAD,stop,1.32,17.3,3,0
EAST GRINSTEAD - SELHURST,4,SANDERSTEAD,SOUTH CROYDON,stop,5.44,29.6,4,0
EAST GRINSTEAD - SELHURST,5,SOUTH CROYDON,EAST CROYDON,pass,4.39,48.5,2,0
EAST GRINSTEAD - WEST HAMPSTEAD THAMESLINK,1,SANDERSTEAD,EAST CROYDON,stop,2.33,36.1,7,0
EASTBOURNE - EAST CROYDON,1,SOUTH CROYDON,EAST CROYDON,pass,4.39,48.5,1,0
EASTBOURNE - EAST CROYDON,2,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
EASTBOURNE - EAST CROYDON (2),1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
EASTBOURNE - EAST CROYDON (3),1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
EASTBOURNE - EAST CROYDON (4),1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
EASTBOURNE - EAST CROYDON (5),1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
EASTBOURNE - EAST CROYDON (6),1,PURLEY,EAST CROYDON,pass,3.07,36.1,3,0
EASTBOURNE - EAST CROYDON (7),1,PURLEY,EAST CROYDON,pass,3.07,36.1,3,0
EASTBOURNE - SELHURST,1,PURLEY,EAST CROYDON,pass,3.07,36.1,3,0
EMU STABLING SIDINGS - SOUTH CROYDON,1,EAST CROYDON,SOUTH CROYDON,pass,4.39,48.5,1,0
GATWICK AIRPORT - BEDFORD MIDLAND,1,PURLEY,SOUTH CROYDON,stop,4.85,29.6,3,1
GATWICK AIRPORT - BEDFORD MIDLAND,2,SOUTH CROYDON,EAST CROYDON,stop,4.39,48.5,3,0.5
GATWICK AIRPORT - BEDFORD MIDLAND (2),1,PURLEY,SOUTH CROYDON,stop,4.85,29.6,3,1
GATWICK AIRPORT - BEDFORD MIDLAND (2),2,SOUTH CROYDON,EAST CROYDON,stop,4.39,48.5,3,1
GATWICK AIRPORT - BEDFORD MIDLAND (3),1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
GATWICK AIRPORT - BEDFORD MIDLAND (4),1,PURLEY,SOUTH CROYDON,stop,4.85,29.6,3,1
GATWICK AIRPORT - BEDFORD MIDLAND (4),2,SOUTH CROYDON,EAST CROYDON,stop,4.39,48.5,3,0.5
GATWICK AIRPORT - CAMBRIDGE,1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
GATWICK AIRPORT - EAST CROYDON,1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
GATWICK AIRPORT - EAST CROYDON,2,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0
GATWICK AIRPORT - EAST CROYDON,3,COULSDON SOUTH,PURLEY,stop,2.12,17.4,4,0
GATWICK AIRPORT - EAST CROYDON,4,PURLEY,PURLEY OAKS,stop,1.06,17.3,3,0
GATWICK AIRPORT - EAST CROYDON,5,PURLEY OAKS,SOUTH CROYDON,stop,5.2,29.6,3,0
GATWICK AIRPORT - EAST CROYDON,6,SOUTH CROYDON,EAST CROYDON,stop,4.39,48.5,3,0
GATWICK AIRPORT - EAST CROYDON (2),1,PURLEY,EAST CROYDON,stop,3.07,36.1,5,0
GATWICK AIRPORT - EAST CROYDON (2),2,PURLEY,SOUTH CROYDON,stop,4.85,29.6,4,0
GATWICK AIRPORT - EAST CROYDON (2),3,SOUTH CROYDON,EAST CROYDON,pass,4.39,48.5,1,0
HARPENDEN - BRIGHTON,1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
HARPENDEN - BRIGHTON (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,0.5
HARPENDEN - BRIGHTON (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,4,1
HARPENDEN - BRIGHTON (4),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,1
HARPENDEN - BRIGHTON (4),2,PURLEY,COULSDON SOUTH,stop,2.12,17.4,4,0.5
HARPENDEN - BRIGHTON (5),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,3
HARPENDEN - BRIGHTON (6),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,8
HARPENDEN - BRIGHTON (7),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,1
HARPENDEN - BRIGHTON (8),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,6
HARPENDEN - BRIGHTON (9),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,6
HARPENDEN - THREE BRIDGES,1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,3
HARPENDEN - THREE BRIDGES (2),1,EAST CROYDON,PURLEY,stop,3.07,36.1,5,6
HARPENDEN - THREE BRIDGES (3),1,EAST CROYDON,PURLEY,stop,3.07,36.1,6,7
HASTINGS - EAST CROYDON,1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
HAVANT - EAST CROYDON,1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
HAVANT - EAST CROYDON (2),1,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
HAYWARDS HEATH - BEDFORD MIDLAND,1,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0.5
HAYWARDS HEATH - BEDFORD MIDLAND,2,COULSDON SOUTH,PURLEY,stop,2.12,17.4,3,1
HAYWARDS HEATH - BEDFORD MIDLAND,3,PURLEY,EAST CROYDON,stop,3.07,36.1,5,1
HAYWARDS HEATH - BEDFORD MIDLAND (2),1,COULSDON SOUTH,PURLEY,stop,2.12,17.4,3,1
HAYWARDS HEATH - BEDFORD MIDLAND (2),2,PURLEY,EAST CROYDON,stop,3.07,36.1,5,1
HORSHAM - BEDFORD MIDLAND,1,PURLEY,SOUTH CROYDON,stop,4.85,29.6,3,1
HORSHAM - BEDFORD MIDLAND,2,SOUTH CROYDON,EAST CROYDON,stop,4.39,48.5,3,0.5
HORSHAM - BEDFORD MIDLAND (2),1,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0.5
HORSHAM - BEDFORD MIDLAND (2),2,COULSDON SOUTH,PURLEY,stop,2.12,17.4,3,1
HORSHAM - BEDFORD MIDLAND (2),3,PURLEY,EAST CROYDON,stop,3.07,36.1,5,1
HORSHAM - BEDFORD MIDLAND (3),1,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0.5
HORSHAM - BEDFORD MIDLAND (3),2,COULSDON SOUTH,PURLEY,stop,2.12,17.4,3,0.5
HORSHAM - BEDFORD MIDLAND (3),3,PURLEY,EAST CROYDON,stop,3.07,36.1,5,1
HORSHAM - EAST CROYDON,1,PURLEY,EAST CROYDON,stop,3.07,36.1,6,0.5
HORSHAM - EAST CROYDON,2,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0
HORSHAM - EAST CROYDON,3,COULSDON SOUTH,PURLEY,stop,2.12,17.4,4,0
HORSHAM - EAST CROYDON,4,PURLEY,SOUTH CROYDON,stop,4.85,29.6,4,0
HORSHAM - EAST CROYDON,5,SOUTH CROYDON,EAST CROYDON,pass,4.39,48.5,2,0
HORSHAM - EAST CROYDON,6,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
HORSHAM - EAST CROYDON (2),1,PURLEY,EAST CROYDON,stop,3.07,36.1,6,0.5
HORSHAM - EAST CROYDON (2),2,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
HORSHAM - EAST CROYDON (3),1,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0.5
HORSHAM - EAST CROYDON (3),2,COULSDON SOUTH,PURLEY,stop,2.12,17.4,4,0.5
HORSHAM - EAST CROYDON (3),3,PURLEY,EAST CROYDON,stop,3.07,36.1,6,0.5
HORSHAM - EAST CROYDON (4),1,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0.5
HORSHAM - EAST CROYDON (4),2,COULSDON SOUTH,PURLEY,stop,2.12,17.4,3,0.5
HORSHAM - EAST CROYDON (4),3,PURLEY,EAST CROYDON,stop,3.07,36.1,5,1
HORSHAM - EAST CROYDON (4),4,PURLEY,EAST CROYDON,stop,3.07,36.1,4,0
HORSHAM - EAST CROYDON (5),1,PURLEY,EAST CROYDON,stop,3.07,36.1,4,1
HORSHAM - NORWOOD JUNCTION,1,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0.5
HORSHAM - NORWOOD JUNCTION,2,COULSDON SOUTH,PURLEY,stop,2.12,17.4,3,0.5
HORSHAM - NORWOOD JUNCTION,3,PURLEY,EAST CROYDON,stop,3.07,36.1,5,1
HORSHAM - NORWOOD JUNCTION (2),1,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0.5
HORSHAM - NORWOOD JUNCTION (2),2,COULSDON SOUTH,PURLEY,stop,2.12,17.4,4,0.5
HORSHAM - NORWOOD JUNCTION (2),3,PURLEY,EAST CROYDON,stop,3.07,36.1,5,0.5
HORSHAM - NORWOOD JUNCTION (3),1,PURLEY,EAST CROYDON,stop,3.07,36.1,4,0.5
HORSHAM - PETERBOROUGH,1,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0.5
HORSHAM - PETERBOROUGH,2,COULSDON SOUTH,PURLEY,stop,2.12,17.4,2,1
HORSHAM - PETERBOROUGH,3,PURLEY,EAST CROYDON,pass,3.07,36.1,4,0
HORSHAM - PETERBOROUGH,4,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0
HORSHAM - PETERBOROUGH,5,COULSDON SOUTH,EAST CROYDON,stop,5,36.2,6,1
HORSHAM - PETERBOROUGH (10),1,MERSTHAM,COULSDON SOUTH,stop,4.1,17.5,5,0.5
HORSHAM - PETERBOROUGH (10),2,COULSDON SOUTH,PURLEY,stop,2.12,17.4,4,0.5
HORSHAM - PETERBOROUGH (10),3,PURLEY,SOUTH CROYDON,stop,4.85,29.6,3,0.5
HORSHAM - PETERBOROUGH (10),4,SOUTH CROYDON,EAST CROYDON,stop,4.39,48.5,3,0.5
