route_variant,seq,from_station,to_station,distance_miles,run_min,wait_min
WEYMOUTH - WOKING,31,BROOKWOOD,WOKING,,7,0
WOKING - SOUTHAMPTON CENTRAL (2),1,WOKING,FARNBOROUGH (MAIN),,11,2
WOKING - SOUTHAMPTON CENTRAL (2),2,FARNBOROUGH (MAIN),FLEET,,5,0
WOKING - SOUTHAMPTON CENTRAL (2),3,FLEET,BASINGSTOKE,,13,1
WOKING - SOUTHAMPTON CENTRAL (2),4,BASINGSTOKE,WINCHESTER,,15,2
WOKING - SOUTHAMPTON CENTRAL (2),5,WINCHESTER,EASTLEIGH,,8,1
WOKING - SOUTHAMPTON CENTRAL (2),6,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,4,1
WOKING - SOUTHAMPTON CENTRAL (2),7,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
POOLE - SURBITON,1,POOLE,PARKSTONE,,4,0
POOLE - SURBITON,2,PARKSTONE,BRANKSOME,,3,0
POOLE - SURBITON,3,BRANKSOME,BOURNEMOUTH,,6,0
POOLE - SURBITON,4,BOURNEMOUTH,POKESDOWN,,4,5
POOLE - SURBITON,5,POKESDOWN,CHRISTCHURCH,,3,0
POOLE - SURBITON,6,CHRISTCHURCH,HINTON ADMIRAL,,5,1
POOLE - SURBITON,7,HINTON ADMIRAL,NEW MILTON,,4,0
POOLE - SURBITON,8,NEW MILTON,SWAY,,5,0
POOLE - SURBITON,9,SWAY,BROCKENHURST,,4,0
POOLE - SURBITON,10,BROCKENHURST,ASHURST NEW FOREST,,8,1
POOLE - SURBITON,11,ASHURST NEW FOREST,TOTTON,,4,0
POOLE - SURBITON,12,TOTTON,SOUTHAMPTON CENTRAL,,5,1
POOLE - SURBITON,13,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,3
POOLE - SURBITON,14,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
POOLE - SURBITON,15,EASTLEIGH,SHAWFORD,,6,2
POOLE - SURBITON,16,SHAWFORD,WINCHESTER,,5,0
POOLE - SURBITON,17,WINCHESTER,MICHELDEVER,,8,1
POOLE - SURBITON,18,MICHELDEVER,BASINGSTOKE,,10,0
POOLE - SURBITON,19,BASINGSTOKE,HOOK,,7,1
POOLE - SURBITON,20,HOOK,WINCHFIELD,,4,0
POOLE - SURBITON,21,WINCHFIELD,FLEET,,6,0
POOLE - SURBITON,22,FLEET,FARNBOROUGH (MAIN),,5,0
POOLE - SURBITON,23,FARNBOROUGH (MAIN),BROOKWOOD,,7,0
POOLE - SURBITON,24,BROOKWOOD,WOKING,,5,0
POOLE - SURBITON,25,WOKING,WEST BYFLEET,,4,2
POOLE - SURBITON,26,WEST BYFLEET,WEYBRIDGE,,4,1
POOLE - SURBITON,27,WEYBRIDGE,WALTON-ON-THAMES,,4,0
POOLE - SURBITON,28,WALTON-ON-THAMES,SURBITON,,6,0
FARNBOROUGH (MAIN) - BASINGSTOKE,1,FARNBOROUGH (MAIN),FLEET,,5,0
FARNBOROUGH (MAIN) - BASINGSTOKE,2,FLEET,WINCHFIELD,,5,0
FARNBOROUGH (MAIN) - BASINGSTOKE,3,WINCHFIELD,HOOK,,4,1
FARNBOROUGH (MAIN) - BASINGSTOKE,4,HOOK,BASINGSTOKE,,10,0
BASINGSTOKE - FARNBOROUGH (MAIN),1,BASINGSTOKE,HOOK,,7,0
BASINGSTOKE - FARNBOROUGH (MAIN),2,HOOK,WINCHFIELD,,4,0
BASINGSTOKE - FARNBOROUGH (MAIN),3,WINCHFIELD,FLEET,,5,0
BASINGSTOKE - FARNBOROUGH (MAIN),4,FLEET,FARNBOROUGH (MAIN),,7,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,1,FARNBOROUGH (MAIN),FLEET,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,2,FLEET,WINCHFIELD,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,3,WINCHFIELD,HOOK,,4,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,4,HOOK,BASINGSTOKE,,7,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,5,BASINGSTOKE,MICHELDEVER,,10,2
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,6,MICHELDEVER,WINCHESTER,,8,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,7,WINCHESTER,SHAWFORD,,5,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,8,SHAWFORD,EASTLEIGH,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,9,EASTLEIGH,HEDGE END,,6,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,10,HEDGE END,BOTLEY,,4,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,11,BOTLEY,FAREHAM,,8,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,12,FAREHAM,PORTCHESTER,,5,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,13,PORTCHESTER,COSHAM,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,14,COSHAM,HILSEA PORTSMOUTH,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,15,HILSEA PORTSMOUTH,FRATTON PORTSMOUTH,,4,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,16,FRATTON PORTSMOUTH,PORTSMOUTH & SOUTHSEA,,3,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,17,PORTSMOUTH & SOUTHSEA,PORTSMOUTH HARBOUR,,4,1
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),1,PORTSMOUTH HARBOUR,PORTSMOUTH & SOUTHSEA,,3,0
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),2,PORTSMOUTH & SOUTHSEA,FRATTON PORTSMOUTH,,3,2
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),3,FRATTON PORTSMOUTH,HILSEA PORTSMOUTH,,4,1
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),4,HILSEA PORTSMOUTH,COSHAM,,7,0
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),5,COSHAM,PORTCHESTER,,4,1
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),6,PORTCHESTER,FAREHAM,,8,0
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),7,FAREHAM,BOTLEY,,7,1
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),8,BOTLEY,HEDGE END,,4,0
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),9,HEDGE END,EASTLEIGH,,6,1
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),10,EASTLEIGH,WINCHESTER,,8,1
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),11,WINCHESTER,MICHELDEVER,,9,1
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),12,MICHELDEVER,BASINGSTOKE,,10,0
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),13,BASINGSTOKE,HOOK,,7,7
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),14,HOOK,WINCHFIELD,,4,0
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),15,WINCHFIELD,FLEET,,5,0
PORTSMOUTH HARBOUR - FARNBOROUGH (MAIN),16,FLEET,FARNBOROUGH (MAIN),,7,1
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN),1,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN),2,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN),3,EASTLEIGH,WINCHESTER,,11,2
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN),4,WINCHESTER,BASINGSTOKE,,16,1
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN),5,BASINGSTOKE,HOOK,,7,2
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN),6,HOOK,WINCHFIELD,,4,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN),7,WINCHFIELD,FLEET,,5,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN),8,FLEET,FARNBOROUGH (MAIN),,5,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),1,SOUTHAMPTON CENTRAL,ST DENYS,,5,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),2,ST DENYS,SWAYTHLING,,3,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),3,SWAYTHLING,SOUTHAMPTON AIRPORT (PARKWAY),,2,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),4,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,4,1
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),5,EASTLEIGH,SHAWFORD,,6,1
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),6,SHAWFORD,WINCHESTER,,5,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),7,WINCHESTER,MICHELDEVER,,8,3
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),8,MICHELDEVER,BASINGSTOKE,,10,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),9,BASINGSTOKE,HOOK,,7,6
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),10,HOOK,WINCHFIELD,,4,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),11,WINCHFIELD,FLEET,,5,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (2),12,FLEET,FARNBOROUGH (MAIN),,5,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (3),1,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (3),2,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (3),3,EASTLEIGH,SHAWFORD,,7,2
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (3),4,SHAWFORD,WINCHESTER,,5,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (3),5,WINCHESTER,BASINGSTOKE,,16,1
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (3),6,BASINGSTOKE,HOOK,,7,2
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (3),7,HOOK,WINCHFIELD,,4,0
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (3),8,WINCHFIELD,FLEET,,5,1
SOUTHAMPTON CENTRAL - FARNBOROUGH (MAIN) (3),9,FLEET,FARNBOROUGH (MAIN),,5,0
