service_date,train_uid,stp_indicator,headcode,origin_tiploc,origin_departure,darwin_rid,matching_method,confidence,train_class,number_of_coaches,failure_reason,mileage_status
2026-03-08,L72598,P,1B15,WATRLMN,0835H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72599,P,1B19,WATRLMN,0935H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72600,P,1B23,WATRLMN,1035H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72602,P,1B27,WATRLMN,1135H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72604,P,1B31,WATRLMN,1235H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72606,P,1B35,WATRLMN,1335H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72608,P,1B39,WATRLMN,1435H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72610,P,1B43,WATRLMN,1535H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72612,P,1B47,WATRLMN,1645,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72614,P,1B51,WATRLMN,1745,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72615,P,1B52,POOLE,1546,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72616,P,1B55,WATRLMN,1845,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72617,P,1B56,POOLE,1646,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72618,P,1B59,WATRLMN,1945,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72619,P,1B60,POOLE,1746,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72620,P,1B63,WATRLMN,2045,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72621,P,1B64,POOLE,1846,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72624,P,1B72,POOLE,2046,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72625,P,1B76,POOLE,2146,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72626,P,1T60,PHBR,1758,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72629,P,1T24,PHBR,0857H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72631,P,1T28,PHBR,0955,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72632,P,1T32,PHBR,1055,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72633,P,1T36,PHBR,1156,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72634,P,1T40,PHBR,1255,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72635,P,1T44,PHBR,1355,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72636,P,1T48,PHBR,1455,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72637,P,1T52,PHBR,1558,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72638,P,1T56,PHBR,1658,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72639,P,1T64,PHBR,1858,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72640,P,1T68,PHBR,1958,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72803,P,1B20,SOTON,0755,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72807,P,1B26,POOLE,0919,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72828,P,1B75,WATRLMN,2345,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L72833,P,1B81,WATRLMN,0047H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L73606,P,1T47,WATRLMN,1632,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L73611,P,1T51,WATRLMN,1732,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L73616,P,1T55,WATRLMN,1832,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L73621,P,1T59,WATRLMN,1932,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L73626,P,1T63,WATRLMN,2032,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L73631,P,1T67,WATRLMN,2132,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L73637,P,1T71,WATRLMN,2232,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L73640,P,1T75,WATRLMN,2332,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75512,P,2L13,WOKING,0759,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75522,P,2L20,BSNGSTK,0738,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75525,P,2L21,WATRLMN,0959,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75531,P,2L24,BSNGSTK,0838,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75534,P,2L25,WATRLMN,1059,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75541,P,2L28,BSNGSTK,0938,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75544,P,2L29,WATRLMN,1159,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75551,P,2L32,BSNGSTK,1038,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75554,P,2L33,WATRLMN,1259,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75561,P,2L36,BSNGSTK,1138,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75564,P,2L37,WATRLMN,1359,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75571,P,2L40,BSNGSTK,1238,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75574,P,2L41,WATRLMN,1459,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75581,P,2L44,BSNGSTK,1338,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75583,P,2L45,WATRLMN,1559,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75586,P,2L46,BSNGSTK,1408,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75589,P,2L47,WATRLMN,1636,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75592,P,2L48,BSNGSTK,1438,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75594,P,2L49,WATRLMN,1659,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75597,P,2L50,BSNGSTK,1508,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75600,P,2L51,WATRLMN,1736,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75603,P,2L52,BSNGSTK,1538,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75605,P,2L53,WATRLMN,1759,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75608,P,2L54,BSNGSTK,1608,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75611,P,2L55,WATRLMN,1836,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75614,P,2L56,BSNGSTK,1638,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75616,P,2L57,WATRLMN,1859,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75619,P,2L58,BSNGSTK,1708,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75621,P,2L59,WATRLMN,1936,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75624,P,2L60,BSNGSTK,1738,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75626,P,2L61,WATRLMN,1959,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75629,P,2L62,BSNGSTK,1808,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75631,P,2L63,WATRLMN,2036,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75634,P,2L64,BSNGSTK,1838,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75636,P,2L65,WATRLMN,2059,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75639,P,2L66,BSNGSTK,1908,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75642,P,2L67,WATRLMN,2136,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75645,P,2L68,BSNGSTK,1938,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75647,P,2L69,WATRLMN,2159,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75655,P,2L72,BSNGSTK,2038,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75657,P,2L73,WATRLMN,2259,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75659,P,2L74,BSNGSTK,2108,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75662,P,2L75,WATRLMN,2336,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75663,P,2L76,BSNGSTK,2138,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75666,P,2L77,WATRLMN,2359,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75674,P,2L81,WATRLMN,0107,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L75678,P,2L84,BSNGSTK,2338,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,L78440,P,5Y90,NTHMDEP,1829H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P02589,P,5L93,WATRLMN,2340H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P02590,P,5M12,BSNGSUR,0725,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P60980,P,1B01,WATRLMN,0159,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P60984,P,1B67,WATRLMN,2145,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P60986,P,1B68,POOLE,1946,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P60988,P,1B71,WATRLMN,2245,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61137,P,1L17,WATRLMN,0854,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61141,P,1L18,SLSBRY,0731H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61146,P,1L20,SLSBRY,0821,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61148,P,1L21,WATRLMN,0954,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61156,P,1L24,YOVILJN,0915H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61158,P,1L25,WATRLMN,1054,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61167,P,1L28,YOVILJN,1015H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61169,P,1L29,WATRLMN,1154,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61178,P,1L32,EXETRSD,1115H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61181,P,1L33,WATRLMN,1254,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61189,P,1L36,EXETRSD,1216,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61193,P,1L37,WATRLMN,1353,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61201,P,1L40,EXETRSD,1315H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61204,P,1L41,WATRLMN,1454,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61212,P,1L44,EXETRSD,1415H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61215,P,1L45,WATRLMN,1554,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61223,P,1L48,EXETRSD,1515H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61226,P,1L49,WATRLMN,1654,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61234,P,1L52,EXETRSD,1615H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61237,P,1L53,WATRLMN,1754,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61241,P,1L55,WATRLMN,1821,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61244,P,1L56,EXETRSD,1715H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61247,P,1L57,WATRLMN,1854,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61250,P,1L58,YOVILPM,1739,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61253,P,1L59,WATRLMN,1921,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61256,P,1L60,EXETRSD,1815H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61259,P,1L61,WATRLMN,1954,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61262,P,1L62,GLHM,1839,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61265,P,1L63,WATRLMN,2021,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61268,P,1L64,EXETRSD,1915H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61270,P,1L65,WATRLMN,2054,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61274,P,1L66,SLSBRY,1939,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61277,P,1L67,WATRLMN,2122,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61280,P,1L68,EXETRSD,2015H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61283,P,1L69,WATRLMN,2154,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61286,P,1L72,EXETRSD,2115H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61289,P,1L73,WATRLMN,2254,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61296,P,1L76,EXETRSD,2215H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61300,P,1L79,WATRLMN,0019,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61304,P,1L80,EXETRSD,2321,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61375,P,1T72,PHBR,2058,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61377,P,1T76,PHBR,2158,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61378,P,1T80,PHBR,2258,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61400,P,1W19,WATRLMN,0915H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61409,P,1W23,WATRLMN,1015H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61418,P,1W27,WATRLMN,1115,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61421,P,1W28,WEYMTH,1011,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61429,P,1W31,WATRLMN,1215,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61432,P,1W32,WEYMTH,1111,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61437,P,1W35,WATRLMN,1315,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61439,P,1W36,WEYMTH,1211H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61443,P,1W39,WATRLMN,1415,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61444,P,1W40,WEYMTH,1311,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61445,P,1W43,WATRLMN,1515,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61446,P,1W44,WEYMTH,1411,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61447,P,1W47,WATRLMN,1615,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61449,P,1W48,WEYMTH,1511,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61451,P,1W51,WATRLMN,1715H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61454,P,1W52,WEYMTH,1611,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61457,P,1W55,WATRLMN,1815H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61460,P,1W56,WEYMTH,1711,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61464,P,1W59,WATRLMN,1915H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61467,P,1W60,WEYMTH,1811,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61471,P,1W63,WATRLMN,2015H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61474,P,1W64,WEYMTH,1911,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61479,P,1W67,WATRLMN,2115H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61482,P,1W68,WEYMTH,2011,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61487,P,1W71,WATRLMN,2215H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61490,P,1W72,WEYMTH,2111,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61494,P,1W76,WEYMTH,2246,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61500,P,1W80,WEYMTH,2355,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P61975,P,2L17,WATRLMN,0859,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P62006,P,2L70,BSNGSTK,2008,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P62008,P,2L71,WATRLMN,2236,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P62014,P,2L78,BSNGSTK,2208,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-08,P62017,P,2L80,BSNGSTK,2238,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L72799,P,1B14,POOLE,0647,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L72802,P,1B18,POOLE,0746,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L72804,O,1B22,POOLE,0846H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L72824,P,1B73,WATRLMN,2237H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L72832,P,1B81,WATRLMN,0049H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L72834,P,1B87,WATRLMN,0737H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73569,P,1T18,PHBR,0727,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73578,P,1T25,WATRLMN,1044,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73580,P,1T26,PHBR,0932,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73582,P,1T29,WATRLMN,1144,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73584,P,1T30,PHBR,1030,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73587,P,1T33,WATRLMN,1244,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73589,P,1T34,PHBR,1128,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73592,P,1T37,WATRLMN,1344,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73607,P,1T49,WATRLMN,1644,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73612,P,1T53,WATRLMN,1744,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73622,P,1T61,WATRLMN,1944,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73632,P,1T69,WATRLMN,2144,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73638,P,1T73,WATRLMN,2245,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73756,P,1W59,WATRLMN,0936H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73762,P,1W61,WATRLMN,1036H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73792,P,1W73,WATRLMN,1636H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73797,P,1W75,WATRLMN,1734H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73808,P,1W81,WATRLMN,2008,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73819,P,1W91,WATRLMN,0608H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73886,P,2B12,SOTON,0556,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73938,P,2B49,WATRLMN,1705,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L73943,P,2B53,WATRLMN,1758,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75508,P,2L10,BSNGSTK,0516,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75510,P,2L11,WATRLMN,2002,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75513,P,2L14,BSNGSTK,0612,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75519,P,2L19,WATRLMN,0933,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75532,P,2L25,WATRLMN,1103,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75539,P,2L28,BSNGSTK,0946,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75549,P,2L32,BSNGSTK,1046,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75552,P,2L33,WATRLMN,1303,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75557,P,2L35,WATRLMN,1333,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75562,P,2L37,WATRLMN,1403,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75577,P,2L43,WATRLMN,1533,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75587,P,2L47,WATRLMN,1633,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75601,P,2L52,BSNGSTK,1546,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75609,P,2L55,WATRLMN,1828,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75612,P,2L56,BSNGSTK,1646,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75622,P,2L60,BSNGSTK,1746,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75650,P,2L71,WATRLMN,2233,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L75679,P,2L88,BSNGSTK,0701,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L76587,P,2T09,WOKING,0634,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L76589,P,2T13,WATRLMN,0734,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L76893,P,3L26,WATRLMN,0828,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L77005,P,5B39,WDONPDS,0959,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L77106,O,5B81,WATRLMN,0859H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L77109,O,5B83,WATRLMN,0927,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L77124,O,5B97,CLPHMYS,1116,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L78033,P,5Q75,CLPHMYS,1127,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L78035,P,5Q77,WATRLMN,1417H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L78315,P,5X95,WDONPDS,1300,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L78377,P,5Y51,BOMOCSD,1633,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,L78443,P,5Y96,NTHMDEP,1255,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P60981,P,1B24,POOLE,0914,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P60982,O,1B26,POOLE,0947H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P60983,P,1B65,WATRLMN,2036H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P60987,O,1B69,WATRLMN,2136H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P60989,P,1B75,WATRLMN,2307H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P60991,P,1B77,WATRLMN,2340,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P60993,P,1B90,POOLE,0716,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P60994,P,1B94,BOMO,0814H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61124,P,1L11,WATRLMN,0710,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61126,P,1L12,SLSBRY,0605,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61128,P,1L13,WATRLMN,0743H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61131,P,1L14,SLSBRY,0638H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61134,P,1L16,YOVILJN,0702,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61138,P,1L17,WATRLMN,0854,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61139,P,1L18,YOVILPM,0740H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61142,P,1L19,WATRLMN,0924,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61144,P,1L20,EXETRSD,0810H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61149,P,1L21,WATRLMN,0954,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61150,O,1L22,HONITON,0840,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61154,P,1L24,YOVILPM,0910H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61159,P,1L25,WATRLMN,1054,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61160,O,1L26,EXETRSD,0941,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61162,P,1L27,WATRLMN,1123H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61165,O,1L28,EXETRSD,1008H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61170,P,1L29,WATRLMN,1154,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61171,P,1L30,GLHM,1041,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61173,P,1L31,WATRLMN,1224,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61176,P,1L32,EXETRSD,1108,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61179,P,1L33,WATRLMN,1255,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61182,P,1L34,SLSBRY,1141,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61184,P,1L35,WATRLMN,1323H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61187,P,1L36,EXETRSD,1208,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61191,P,1L37,WATRLMN,1354,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61194,P,1L38,SLSBRY,1241,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61196,P,1L39,WATRLMN,1424H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61199,P,1L40,EXETRSD,1308,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61202,P,1L41,WATRLMN,1454,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61205,P,1L42,SLSBRY,1341H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61207,P,1L43,WATRLMN,1523H,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61210,P,1L44,EXETRSD,1408,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-09,P61213,P,1L45,WATRLMN,1554,,disabled,FAILED,,,darwin_api_not_configured,
