service_date,train_uid,stp_indicator,headcode,origin_tiploc,origin_departure,darwin_rid,matching_method,confidence,train_class,number_of_coaches,failure_reason,mileage_status
2026-03-14,Q86316,N,0B00,FRBRMN,1325,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86318,N,0B00,FRBRMN,1255,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86320,N,0B00,FRBRMN,1225,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86322,N,0B00,FRBRMN,1155,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86324,N,0B00,FRBRMN,1125,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86326,N,0B00,FRBRMN,1055,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86328,N,0B00,FRBRMN,1025,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86330,N,0B00,FRBRMN,0955,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86332,N,0B00,FRBRMN,0925,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86334,N,0B00,FRBRMN,0855,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86336,N,0B00,FRBRMN,0825,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86338,N,0B00,FRBRMN,0755,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86340,N,0B00,FRBRMN,0725,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86342,N,0B00,FRBRMN,0655,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86344,N,0B00,FRBRMN,0625,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86346,N,0B00,FRBRMN,0525,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86564,N,5Z99,FRBRMN,0800,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86565,N,5Z97,FRBRMN,0730,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86573,N,5Z77,FRBRMN,2330,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86574,N,5Z75,FRBRMN,2300,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86576,N,5Z73,FRBRMN,2230,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86577,N,5Z71,FRBRMN,2200,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86578,N,5Z69,FRBRMN,2130,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86579,N,5Z67,FRBRMN,2100,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86581,N,5Z65,FRBRMN,2030,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86582,N,5Z63,FRBRMN,2000,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86583,N,5Z61,FRBRMN,1930,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86584,N,5Z49,FRBRMN,1630,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86585,N,5Z47,FRBRMN,1600,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86586,N,5Z46,FRBRMN,1900,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86587,N,5Z45,FRBRMN,1530,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86588,N,5Z44,FRBRMN,1830,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86589,N,5Z43,FRBRMN,1500,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86590,N,5Z42,FRBRMN,1800,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86591,N,5Z41,FRBRMN,1430,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86592,N,5Z39,FRBRMN,1400,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86593,N,5Z38,FRBRMN,1730,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86594,N,5Z37,FRBRMN,1330,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86595,N,5Z36,FRBRMN,1700,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86596,N,5Z35,FRBRMN,1300,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86597,N,5Z33,FRBRMN,1230,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86598,N,5Z31,FRBRMN,1200,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86599,N,5Z29,FRBRMN,1130,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86600,N,5Z27,FRBRMN,1100,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86601,N,5Z25,FRBRMN,1030,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86603,N,5Z23,FRBRMN,1000,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86604,N,5Z21,FRBRMN,0930,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86605,N,5Z19,FRBRMN,0900,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86643,N,5T13,FRBRMN,0700,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86644,N,5T09,FRBRMN,0530,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86662,N,5L17,FRBRMN,0830,,disabled,FAILED,,,darwin_api_not_configured,
2026-03-14,Q86726,N,5B14,FRBRMN,0625,,disabled,FAILED,,,darwin_api_not_configured,
