route_variant,date,departure_time,train_class,number_of_coaches
EXETER ST DAVIDS - WOKING (3),2026-03-10,23:19:00,,
POOLE - WOKING (3),2026-03-11,06:47:00,,
POOLE - BASINGSTOKE,2026-03-11,07:46:00,,
POOLE - WOKING (4),2026-03-11,08:47:00,,
BASINGSTOKE - BOURNEMOUTH,2026-03-11,22:38:00,,
WOKING - POOLE (6),2026-03-11,07:38:00,,
PORTSMOUTH HARBOUR - SURBITON,2026-03-11,07:27:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-11,10:44:00,,
PORTSMOUTH HARBOUR - WOKING (3),2026-03-11,09:32:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-11,11:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,10:30:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-11,12:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,11:28:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-11,13:44:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-11,16:44:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-11,17:44:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-11,19:44:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-11,21:44:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-11,22:45:00,,
BASINGSTOKE - WEYMOUTH,2026-03-11,09:37:00,,
BASINGSTOKE - WEYMOUTH,2026-03-11,10:37:00,,
BASINGSTOKE - WEYMOUTH (2),2026-03-11,16:37:00,,
BASINGSTOKE - WEYMOUTH (3),2026-03-11,17:35:00,,
WOKING - WEYMOUTH (2),2026-03-11,20:08:00,,
WOKING - WEYMOUTH (3),2026-03-11,06:09:00,,
SOUTHAMPTON CENTRAL - WOKING (2),2026-03-11,05:56:00,,
SURBITON - SOUTHAMPTON CENTRAL (2),2026-03-11,17:05:00,,
WOKING - SOUTHAMPTON CENTRAL (2),2026-03-11,17:58:00,,
BASINGSTOKE - SURBITON,2026-03-11,05:16:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,20:02:00,,
BASINGSTOKE - SURBITON,2026-03-11,06:12:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,09:33:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,11:03:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,09:46:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,10:46:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,13:03:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,13:33:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,14:03:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,15:33:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,16:33:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,15:46:00,,
WOKING - BASINGSTOKE,2026-03-11,18:28:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,16:46:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,17:46:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,22:33:00,,
BASINGSTOKE - WOKING (2),2026-03-11,07:01:00,,
WOKING - PORTSMOUTH HARBOUR (5),2026-03-11,06:34:00,,
SURBITON - PORTSMOUTH HARBOUR,2026-03-11,07:34:00,,
,2026-03-11,08:28:00,,
,2026-03-11,09:59:00,,
,2026-03-11,09:00:00,,
,2026-03-11,09:27:00,,
,2026-03-11,11:16:00,,
,2026-03-11,11:27:00,,
,2026-03-11,14:18:00,,
,2026-03-11,16:33:00,,
,2026-03-11,12:55:00,,
POOLE - WOKING (5),2026-03-11,09:14:00,,
POOLE - WOKING (6),2026-03-11,09:48:00,,
BASINGSTOKE - BOURNEMOUTH (2),2026-03-11,20:37:00,,
BASINGSTOKE - BOURNEMOUTH,2026-03-11,21:37:00,,
WOKING - POOLE (7),2026-03-11,23:08:00,,
WOKING - SOUTHAMPTON CENTRAL (3),2026-03-11,23:40:00,,
POOLE - BASINGSTOKE (2),2026-03-11,07:16:00,,
BOURNEMOUTH - WINCHESTER,2026-03-11,08:15:00,,
WOKING - GILLINGHAM (DORSET),2026-03-11,07:10:00,,
SALISBURY - WOKING (2),2026-03-11,06:05:00,,
WOKING - EXETER ST DAVIDS (5),2026-03-11,07:44:00,,
SALISBURY - WOKING (2),2026-03-11,06:39:00,,
YEOVIL JUNCTION - BASINGSTOKE,2026-03-11,07:02:00,,
WOKING - EXETER ST DAVIDS,2026-03-11,08:54:00,,
YEOVIL PEN MILL - BASINGSTOKE,2026-03-11,07:41:00,,
WOKING - SALISBURY,2026-03-11,09:24:00,,
EXETER ST DAVIDS - BASINGSTOKE,2026-03-11,08:11:00,,
WOKING - EXETER ST DAVIDS (2),2026-03-11,09:54:00,,
HONITON - WOKING,2026-03-11,08:40:00,,
YEOVIL PEN MILL - WOKING,2026-03-11,09:11:00,,
WOKING - EXETER ST DAVIDS,2026-03-11,10:54:00,,
EXETER ST DAVIDS - WOKING (5),2026-03-11,09:41:00,,
WOKING - SALISBURY,2026-03-11,11:24:00,,
EXETER ST DAVIDS - WOKING (6),2026-03-11,10:09:00,,
WOKING - EXETER ST DAVIDS (2),2026-03-11,11:54:00,,
GILLINGHAM (DORSET) - WOKING,2026-03-11,10:41:00,,
WOKING - SALISBURY,2026-03-11,12:24:00,,
EXETER ST DAVIDS - WOKING (7),2026-03-11,11:08:00,,
WOKING - EXETER ST DAVIDS (3),2026-03-11,12:55:00,,
SALISBURY - WOKING (2),2026-03-11,11:41:00,,
WOKING - SALISBURY,2026-03-11,13:24:00,,
EXETER ST DAVIDS - WOKING (2),2026-03-11,12:08:00,,
SALISBURY - WOKING (2),2026-03-11,12:41:00,,
WOKING - SALISBURY,2026-03-11,14:25:00,,
EXETER ST DAVIDS - WOKING,2026-03-11,13:08:00,,
WOKING - EXETER ST DAVIDS (2),2026-03-11,14:54:00,,
SALISBURY - WOKING (2),2026-03-11,13:42:00,,
WOKING - SALISBURY,2026-03-11,15:24:00,,
EXETER ST DAVIDS - WOKING (2),2026-03-11,14:08:00,,
WOKING - EXETER ST DAVIDS,2026-03-11,15:54:00,,
SALISBURY - WOKING (2),2026-03-11,14:41:00,,
WOKING - YEOVIL JUNCTION (2),2026-03-11,16:24:00,,
EXETER ST DAVIDS - WOKING,2026-03-11,15:08:00,,
WOKING - EXETER ST DAVIDS (5),2026-03-11,16:54:00,,
SALISBURY - WOKING (2),2026-03-11,15:41:00,,
BASINGSTOKE - WESTBURY WILTS,2026-03-11,17:22:00,,
EXETER ST DAVIDS - WOKING (2),2026-03-11,16:08:00,,
BASINGSTOKE - EXETER ST DAVIDS,2026-03-11,17:54:00,,
SALISBURY - WOKING (2),2026-03-11,16:41:00,,
BASINGSTOKE - YEOVIL PEN MILL,2026-03-11,18:24:00,,
EXETER ST DAVIDS - WOKING,2026-03-11,17:08:00,,
BASINGSTOKE - EXETER ST DAVIDS (2),2026-03-11,18:53:00,,
GILLINGHAM (DORSET) - WOKING,2026-03-11,17:42:00,,
BASINGSTOKE - YEOVIL PEN MILL,2026-03-11,19:20:00,,
EXETER ST DAVIDS - WOKING (2),2026-03-11,18:08:00,,
WOKING - EXETER ST DAVIDS (6),2026-03-11,19:55:00,,
SALISBURY - WOKING (2),2026-03-11,18:41:00,,
BASINGSTOKE - SALISBURY,2026-03-11,20:21:00,,
EXETER ST DAVIDS - WOKING (7),2026-03-11,19:13:00,,
WOKING - EXETER ST DAVIDS (7),2026-03-11,20:54:00,,
EXETER ST DAVIDS - WOKING (5),2026-03-11,20:22:00,,
WOKING - SALISBURY,2026-03-11,21:54:00,,
EXETER ST DAVIDS - WOKING (5),2026-03-11,21:23:00,,
WOKING - YEOVIL JUNCTION (2),2026-03-11,22:54:00,,
SALISBURY - WOKING,2026-03-11,21:40:00,,
WOKING - SALISBURY,2026-03-11,23:26:00,,
EXETER ST DAVIDS - WOKING (4),2026-03-11,22:20:00,,
WOKING - SALISBURY,2026-03-11,00:16:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-11,08:44:00,,
PORTSMOUTH HARBOUR - WOKING (5),2026-03-11,07:59:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-11,09:44:00,,
PORTSMOUTH HARBOUR - WOKING (3),2026-03-11,08:31:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,12:29:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-11,14:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,13:33:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-11,15:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,14:30:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,15:29:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,16:29:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-11,18:45:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,17:29:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,18:29:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-11,20:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,19:29:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-11,20:28:00,,
WOKING - YEOVIL PEN MILL,2026-03-11,08:24:00,,
WOKING - YEOVIL JUNCTION (3),2026-03-11,10:24:00,,
WEYMOUTH - WOKING (4),2026-03-11,10:14:00,,
WEYMOUTH - WOKING (5),2026-03-11,11:13:00,,
WEYMOUTH - WOKING (5),2026-03-11,12:13:00,,
WEYMOUTH - WOKING (5),2026-03-11,13:14:00,,
WOKING - WEYMOUTH (4),2026-03-11,09:09:00,,
WEYMOUTH - WOKING (5),2026-03-11,14:15:00,,
WOKING - WEYMOUTH (4),2026-03-11,10:09:00,,
WEYMOUTH - WOKING (5),2026-03-11,15:13:00,,
WOKING - WEYMOUTH (4),2026-03-11,11:09:00,,
WEYMOUTH - WOKING (5),2026-03-11,16:13:00,,
WOKING - WEYMOUTH (4),2026-03-11,12:09:00,,
WEYMOUTH - WOKING (5),2026-03-11,17:13:00,,
WOKING - WEYMOUTH (4),2026-03-11,13:09:00,,
WEYMOUTH - WOKING (5),2026-03-11,18:13:00,,
WOKING - WEYMOUTH (4),2026-03-11,14:09:00,,
WEYMOUTH - WOKING (5),2026-03-11,19:16:00,,
WOKING - WEYMOUTH (5),2026-03-11,15:08:00,,
WEYMOUTH - WOKING (5),2026-03-11,20:13:00,,
WOKING - WEYMOUTH (5),2026-03-11,16:08:00,,
WEYMOUTH - WOKING (5),2026-03-11,21:13:00,,
WOKING - WEYMOUTH (6),2026-03-11,17:07:00,,
BASINGSTOKE - WEYMOUTH (4),2026-03-11,18:05:00,,
WEYMOUTH - WOKING (5),2026-03-11,22:13:00,,
BASINGSTOKE - WEYMOUTH (4),2026-03-11,19:06:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,10:47:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,11:47:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,12:47:00,,
BASINGSTOKE - WEYMOUTH,2026-03-11,08:38:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,13:47:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,14:47:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,15:48:00,,
BASINGSTOKE - WEYMOUTH,2026-03-11,11:37:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,16:47:00,,
BASINGSTOKE - WEYMOUTH,2026-03-11,12:37:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,17:47:00,,
BASINGSTOKE - WEYMOUTH,2026-03-11,13:37:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,18:46:00,,
BASINGSTOKE - WEYMOUTH,2026-03-11,14:37:00,,
WEYMOUTH - BASINGSTOKE,2026-03-11,19:47:00,,
BASINGSTOKE - WEYMOUTH (2),2026-03-11,15:37:00,,
WEYMOUTH - WOKING (6),2026-03-11,20:46:00,,
WEYMOUTH - WOKING (7),2026-03-11,21:47:00,,
BASINGSTOKE - WEYMOUTH (3),2026-03-11,18:35:00,,
WEYMOUTH - WOKING (8),2026-03-11,22:53:00,,
BASINGSTOKE - WEYMOUTH (5),2026-03-11,19:37:00,,
WOKING - WEYMOUTH (2),2026-03-11,21:09:00,,
WOKING - WEYMOUTH (2),2026-03-11,22:09:00,,
WOKING - WEYMOUTH (7),2026-03-11,07:05:00,,
WOKING - WEYMOUTH (8),2026-03-11,08:08:00,,
SOUTHAMPTON CENTRAL - SURBITON,2026-03-11,08:49:00,,
WOKING - BOURNEMOUTH (2),2026-03-11,00:15:00,,
SOUTHAMPTON CENTRAL - WEYBRIDGE,2026-03-11,07:52:00,,
WOKING - BASINGSTOKE,2026-03-11,18:59:00,,
WOKING - BASINGSTOKE,2026-03-11,19:22:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,20:33:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,09:03:00,,
BASINGSTOKE - WOKING,2026-03-11,07:16:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,10:03:00,,
BASINGSTOKE - WOKING,2026-03-11,08:18:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,10:33:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,09:17:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,11:33:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,12:03:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,10:16:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,12:33:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,11:16:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,11:46:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,12:16:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,14:33:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,12:46:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,15:03:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,13:16:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,13:46:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,14:16:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,14:46:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,15:16:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,17:34:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,16:16:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,17:16:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,18:16:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,18:46:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,19:16:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,21:33:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,19:46:00,,
BASINGSTOKE - SURBITON (3),2026-03-11,20:47:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,23:33:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,00:11:00,,
SURBITON - BASINGSTOKE (4),2026-03-11,00:43:00,,
BASINGSTOKE - WOKING,2026-03-11,23:16:00,,
BASINGSTOKE - WEYBRIDGE,2026-03-11,07:28:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,08:04:00,,
SURBITON - BASINGSTOKE (3),2026-03-11,08:33:00,,
PORTSMOUTH HARBOUR - WOKING (6),2026-03-11,06:45:00,,
SURBITON - PORTSMOUTH HARBOUR (2),2026-03-11,16:03:00,,
PORTSMOUTH HARBOUR - SURBITON (2),2026-03-11,21:46:00,,
PORTSMOUTH HARBOUR - SURBITON (3),2026-03-11,22:46:00,,
WEYMOUTH - WOKING (9),2026-03-11,00:06:00,,
,2026-03-11,10:55:00,,
,2026-03-11,12:01:00,,
,2026-03-11,14:55:00,,
,2026-03-11,14:52:00,,
WOKING - EXETER ST DAVIDS,2026-03-11,13:54:00,,
EXETER ST DAVIDS - WOKING (3),2026-03-11,23:19:00,,
POOLE - WOKING (3),2026-03-12,06:47:00,,
POOLE - BASINGSTOKE,2026-03-12,07:46:00,,
POOLE - WOKING (4),2026-03-12,08:47:00,,
BASINGSTOKE - BOURNEMOUTH,2026-03-12,22:38:00,,
WOKING - POOLE (6),2026-03-12,07:38:00,,
PORTSMOUTH HARBOUR - SURBITON,2026-03-12,07:27:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-12,10:44:00,,
PORTSMOUTH HARBOUR - WOKING (3),2026-03-12,09:32:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-12,11:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,10:30:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-12,12:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,11:28:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-12,13:44:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-12,16:44:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-12,17:44:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-12,19:44:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-12,21:44:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-12,22:45:00,,
BASINGSTOKE - WEYMOUTH,2026-03-12,09:37:00,,
BASINGSTOKE - WEYMOUTH,2026-03-12,10:37:00,,
BASINGSTOKE - WEYMOUTH (2),2026-03-12,16:37:00,,
BASINGSTOKE - WEYMOUTH (3),2026-03-12,17:35:00,,
WOKING - WEYMOUTH (2),2026-03-12,20:08:00,,
WOKING - WEYMOUTH (3),2026-03-12,06:09:00,,
SOUTHAMPTON CENTRAL - WOKING (2),2026-03-12,05:56:00,,
SURBITON - SOUTHAMPTON CENTRAL (2),2026-03-12,17:05:00,,
WOKING - SOUTHAMPTON CENTRAL (2),2026-03-12,17:58:00,,
BASINGSTOKE - SURBITON,2026-03-12,05:16:00,,
SURBITON - BASINGSTOKE (3),2026-03-12,20:02:00,,
BASINGSTOKE - SURBITON,2026-03-12,06:12:00,,
SURBITON - BASINGSTOKE (3),2026-03-12,09:33:00,,
SURBITON - BASINGSTOKE (3),2026-03-12,11:03:00,,
BASINGSTOKE - SURBITON (3),2026-03-12,09:46:00,,
BASINGSTOKE - SURBITON (3),2026-03-12,10:46:00,,
SURBITON - BASINGSTOKE (3),2026-03-12,13:03:00,,
SURBITON - BASINGSTOKE (3),2026-03-12,13:33:00,,
SURBITON - BASINGSTOKE (3),2026-03-12,14:03:00,,
SURBITON - BASINGSTOKE (3),2026-03-12,15:33:00,,
SURBITON - BASINGSTOKE (3),2026-03-12,16:33:00,,
BASINGSTOKE - SURBITON (3),2026-03-12,15:46:00,,
WOKING - BASINGSTOKE,2026-03-12,18:28:00,,
BASINGSTOKE - SURBITON (3),2026-03-12,16:46:00,,
BASINGSTOKE - SURBITON (3),2026-03-12,17:46:00,,
SURBITON - BASINGSTOKE (3),2026-03-12,22:33:00,,
BASINGSTOKE - WOKING (2),2026-03-12,07:01:00,,
WOKING - PORTSMOUTH HARBOUR (5),2026-03-12,06:34:00,,
SURBITON - PORTSMOUTH HARBOUR,2026-03-12,07:34:00,,
,2026-03-12,08:28:00,,
,2026-03-12,09:59:00,,
,2026-03-12,09:00:00,,
,2026-03-12,09:27:00,,
,2026-03-12,11:16:00,,
,2026-03-12,11:27:00,,
,2026-03-12,14:18:00,,
,2026-03-12,16:33:00,,
,2026-03-12,12:55:00,,
POOLE - WOKING (5),2026-03-12,09:14:00,,
POOLE - WOKING (6),2026-03-12,09:48:00,,
BASINGSTOKE - BOURNEMOUTH (2),2026-03-12,20:37:00,,
BASINGSTOKE - BOURNEMOUTH,2026-03-12,21:37:00,,
WOKING - POOLE (7),2026-03-12,23:08:00,,
WOKING - SOUTHAMPTON CENTRAL (3),2026-03-12,23:40:00,,
POOLE - BASINGSTOKE (2),2026-03-12,07:16:00,,
BOURNEMOUTH - WINCHESTER,2026-03-12,08:15:00,,
WOKING - GILLINGHAM (DORSET),2026-03-12,07:10:00,,
SALISBURY - WOKING (2),2026-03-12,06:05:00,,
WOKING - EXETER ST DAVIDS (5),2026-03-12,07:44:00,,
SALISBURY - WOKING (2),2026-03-12,06:39:00,,
YEOVIL JUNCTION - BASINGSTOKE,2026-03-12,07:02:00,,
WOKING - EXETER ST DAVIDS,2026-03-12,08:54:00,,
YEOVIL PEN MILL - BASINGSTOKE,2026-03-12,07:41:00,,
WOKING - SALISBURY,2026-03-12,09:24:00,,
EXETER ST DAVIDS - BASINGSTOKE,2026-03-12,08:11:00,,
WOKING - EXETER ST DAVIDS (2),2026-03-12,09:54:00,,
HONITON - WOKING,2026-03-12,08:40:00,,
YEOVIL PEN MILL - WOKING,2026-03-12,09:11:00,,
WOKING - EXETER ST DAVIDS,2026-03-12,10:54:00,,
EXETER ST DAVIDS - WOKING (5),2026-03-12,09:41:00,,
WOKING - SALISBURY,2026-03-12,11:24:00,,
EXETER ST DAVIDS - WOKING (6),2026-03-12,10:09:00,,
WOKING - EXETER ST DAVIDS (2),2026-03-12,11:54:00,,
GILLINGHAM (DORSET) - WOKING,2026-03-12,10:41:00,,
WOKING - SALISBURY,2026-03-12,12:24:00,,
EXETER ST DAVIDS - WOKING (7),2026-03-12,11:08:00,,
WOKING - EXETER ST DAVIDS (3),2026-03-12,12:55:00,,
SALISBURY - WOKING (2),2026-03-12,11:41:00,,
WOKING - SALISBURY,2026-03-12,13:24:00,,
EXETER ST DAVIDS - WOKING (2),2026-03-12,12:08:00,,
WOKING - EXETER ST DAVIDS,2026-03-12,13:54:00,,
SALISBURY - WOKING (2),2026-03-12,12:41:00,,
WOKING - SALISBURY,2026-03-12,14:25:00,,
EXETER ST DAVIDS - WOKING,2026-03-12,13:08:00,,
WOKING - EXETER ST DAVIDS (2),2026-03-12,14:54:00,,
SALISBURY - WOKING (2),2026-03-12,13:42:00,,
WOKING - SALISBURY,2026-03-12,15:24:00,,
EXETER ST DAVIDS - WOKING (2),2026-03-12,14:08:00,,
WOKING - EXETER ST DAVIDS,2026-03-12,15:54:00,,
SALISBURY - WOKING (2),2026-03-12,14:41:00,,
WOKING - YEOVIL JUNCTION (2),2026-03-12,16:24:00,,
EXETER ST DAVIDS - WOKING,2026-03-12,15:08:00,,
WOKING - EXETER ST DAVIDS (5),2026-03-12,16:54:00,,
SALISBURY - WOKING (2),2026-03-12,15:41:00,,
BASINGSTOKE - WESTBURY WILTS,2026-03-12,17:22:00,,
EXETER ST DAVIDS - WOKING (2),2026-03-12,16:08:00,,
BASINGSTOKE - EXETER ST DAVIDS,2026-03-12,17:54:00,,
SALISBURY - WOKING (2),2026-03-12,16:41:00,,
BASINGSTOKE - YEOVIL PEN MILL,2026-03-12,18:24:00,,
EXETER ST DAVIDS - WOKING,2026-03-12,17:08:00,,
BASINGSTOKE - EXETER ST DAVIDS (2),2026-03-12,18:53:00,,
GILLINGHAM (DORSET) - WOKING,2026-03-12,17:42:00,,
BASINGSTOKE - YEOVIL PEN MILL,2026-03-12,19:20:00,,
EXETER ST DAVIDS - WOKING (2),2026-03-12,18:08:00,,
WOKING - EXETER ST DAVIDS (6),2026-03-12,19:55:00,,
SALISBURY - WOKING (2),2026-03-12,18:41:00,,
BASINGSTOKE - SALISBURY,2026-03-12,20:21:00,,
EXETER ST DAVIDS - WOKING (7),2026-03-12,19:13:00,,
WOKING - EXETER ST DAVIDS (7),2026-03-12,20:54:00,,
EXETER ST DAVIDS - WOKING (5),2026-03-12,20:22:00,,
WOKING - SALISBURY,2026-03-12,21:54:00,,
EXETER ST DAVIDS - WOKING (5),2026-03-12,21:23:00,,
WOKING - YEOVIL JUNCTION (2),2026-03-12,22:54:00,,
SALISBURY - WOKING,2026-03-12,21:40:00,,
WOKING - SALISBURY,2026-03-12,23:26:00,,
EXETER ST DAVIDS - WOKING (4),2026-03-12,22:20:00,,
WOKING - SALISBURY,2026-03-12,00:16:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-12,08:44:00,,
PORTSMOUTH HARBOUR - WOKING (5),2026-03-12,07:59:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-12,09:44:00,,
PORTSMOUTH HARBOUR - WOKING (3),2026-03-12,08:31:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,12:29:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-12,14:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,13:33:00,,
WOKING - PORTSMOUTH HARBOUR (3),2026-03-12,15:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,14:30:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,15:29:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,16:29:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-12,18:45:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,17:29:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,18:29:00,,
WOKING - PORTSMOUTH HARBOUR (4),2026-03-12,20:44:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,19:29:00,,
PORTSMOUTH HARBOUR - WOKING (4),2026-03-12,20:28:00,,
WOKING - YEOVIL PEN MILL,2026-03-12,08:24:00,,
WOKING - YEOVIL JUNCTION (3),2026-03-12,10:24:00,,
WEYMOUTH - WOKING (4),2026-03-12,10:14:00,,
WEYMOUTH - WOKING (5),2026-03-12,11:13:00,,
WEYMOUTH - WOKING (5),2026-03-12,12:13:00,,
WEYMOUTH - WOKING (5),2026-03-12,13:14:00,,
WOKING - WEYMOUTH (4),2026-03-12,09:09:00,,
WEYMOUTH - WOKING (5),2026-03-12,14:15:00,,
WOKING - WEYMOUTH (4),2026-03-12,10:09:00,,
WEYMOUTH - WOKING (5),2026-03-12,15:13:00,,
WOKING - WEYMOUTH (4),2026-03-12,11:09:00,,
WEYMOUTH - WOKING (5),2026-03-12,16:13:00,,
WOKING - WEYMOUTH (4),2026-03-12,12:09:00,,
WEYMOUTH - WOKING (5),2026-03-12,17:13:00,,
WOKING - WEYMOUTH (4),2026-03-12,13:09:00,,
WEYMOUTH - WOKING (5),2026-03-12,18:13:00,,
WOKING - WEYMOUTH (4),2026-03-12,14:09:00,,
WEYMOUTH - WOKING (5),2026-03-12,19:16:00,,
WOKING - WEYMOUTH (5),2026-03-12,15:08:00,,
WEYMOUTH - WOKING (5),2026-03-12,20:13:00,,
WOKING - WEYMOUTH (5),2026-03-12,16:08:00,,
WEYMOUTH - WOKING (5),2026-03-12,21:13:00,,
WOKING - WEYMOUTH (6),2026-03-12,17:07:00,,
BASINGSTOKE - WEYMOUTH (4),2026-03-12,18:05:00,,
WEYMOUTH - WOKING (5),2026-03-12,22:13:00,,
BASINGSTOKE - WEYMOUTH (4),2026-03-12,19:06:00,,
WEYMOUTH - BASINGSTOKE,2026-03-12,10:47:00,,
WEYMOUTH - BASINGSTOKE,2026-03-12,11:47:00,,
WEYMOUTH - BASINGSTOKE,2026-03-12,12:47:00,,
BASINGSTOKE - WEYMOUTH,2026-03-12,08:38:00,,
WEYMOUTH - BASINGSTOKE,2026-03-12,13:47:00,,
WEYMOUTH - BASINGSTOKE,2026-03-12,14:47:00,,
WEYMOUTH - BASINGSTOKE,2026-03-12,15:48:00,,
BASINGSTOKE - WEYMOUTH,2026-03-12,11:37:00,,
WEYMOUTH - BASINGSTOKE,2026-03-12,16:47:00,,
BASINGSTOKE - WEYMOUTH,2026-03-12,12:37:00,,
WEYMOUTH - BASINGSTOKE,2026-03-12,17:47:00,,
BASINGSTOKE - WEYMOUTH,2026-03-12,13:37:00,,
